,stressor,Gene_set_Term,Genes
56,increasing_in_obesity,Reactome_2022_L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;EIF3M;RPS27;RPS29;RPS20;RPL22L1;EIF3F;FAU;RPS21;EIF3A;RPS23
57,increasing_in_obesity,Reactome_2022_Cap-dependent Translation Initiation R-HSA-72737,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;EIF3M;EIF5;RPS27;RPS29;RPS20;RPL22L1;EIF3F;FAU;RPS21;EIF3A;RPS23
58,increasing_in_obesity,Reactome_2022_Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;FAU;RPS21;RPS23
59,increasing_in_obesity,Reactome_2022_Selenoamino Acid Metabolism R-HSA-2408522,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;FAU;RPS21;RPS23
60,increasing_in_obesity,Reactome_2022_Influenza Viral RNA Transcription And Replication R-HSA-168273,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;HSP90AA1;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;DNAJC3;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;FAU;RPS21;RPS23
61,increasing_in_obesity,Reactome_2022_Influenza Infection R-HSA-168255,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;CLTA;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;HSP90AA1;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;DNAJC3;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;CALR;FAU;RPS21;RPS23;HSPA1A
62,increasing_in_obesity,Reactome_2022_Cellular Response To Starvation R-HSA-9711097,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;ATF4;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;ATP6V0E2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;FAU;LAMTOR4;RPS21;RPS23
63,increasing_in_obesity,Reactome_2022_Translation R-HSA-72766,RPL4;RPL5;RPL30;TRAM1;RPL3;RPL31;RPL34;MRPS10;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;EEF1B2;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;SEC61G;RPL36;RPL35;RPLP2;RPL38;RPL37;SEC61B;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;SSR2;RPS5;RPL22;SSR3;RPS6;DDOST;EEF1G;RPL37A;RPL26;AURKAIP1;RPL29;RPL28;RPN2;RPL12;RPN1;RPL11;RPL36A;RPS27L;MRPL14;RPS15A;RPL14;RPS3;SSR1;RPL15;RPS2;RPL18;SEC11C;RPL35A;RPL23A;EEF2;RPS25;SPCS3;RPS28;SPCS2;EIF3M;EIF5;RPS27;SPCS1;RPS29;SRPRA;RPS20;RPL22L1;FAU;EIF3F;RPS21;EIF3A;RPS23
64,increasing_in_obesity,Reactome_2022_Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;ELOB;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;PSMA2;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;PSMC4;RPS20;RPL22L1;FAU;RPS21;RPS23
65,increasing_in_obesity,Reactome_2022_Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPP30;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;TEX10;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;UTP20;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;FAU;RPS21;RPS23
66,increasing_in_obesity,Reactome_2022_Cellular Responses To Stress R-HSA-2262752,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;UBE2D2;UBE2D3;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS17;PSMD7;RPS16;RPL18A;RPS19;CDC26;RPS6KA2;RPL36;RPL35;RPL38;RPL37;CHAC1;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;PDIA6;PDIA5;COX6B1;ERN1;COX7A2L;CCNE1;TBL1XR1;TXNIP;RPL26;RPL29;RPL28;ATF4;FKBP5;ANAPC16;COX18;ANAPC10;HSP90B1;PRDX5;PRDX1;SSR1;IGFBP7;HSPA8;JUN;SURF1;UBE2C;GFPT1;H1-0;RPS25;RPS28;GCLC;RPS27;RPS29;SRPRA;RPS20;CALR;RPS21;EZH2;RPS23;YWHAE;CDKN1A;COX7B;HSP90AB1;SRXN1;FKBP14;COX4I1;MIA3;COX7C;HERPUD1;RPS4X;RPL7A;SERP1;RPLP2;ELOB;COX8A;KDM6B;HSP90AA1;GPX3;FOS;DNAJC3;PSMA2;RPL37A;CAMK2B;RPL12;HM13;RPL11;DCTN3;CXXC1;RPL36A;RPS27L;RPS15A;RPL14;RPS3;DNAJB9;RPL15;RPS2;RPL18;ATP6V0E2;EGLN1;MBD4;NFYA;RPL35A;RPL23A;COX6C;RAD50;PSMC4;PCDHB16;RPL22L1;HDGF;P4HB;FAU;LAMTOR4;HSPA1A
67,increasing_in_obesity,Reactome_2022_Cellular Responses To Stimuli R-HSA-8953897,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;UBE2D2;UBE2D3;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS17;PSMD7;RPS16;RPL18A;RPS19;CDC26;RPS6KA2;RPL36;RPL35;RPL38;RPL37;CHAC1;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;PDIA6;PDIA5;COX6B1;ERN1;COX7A2L;CCNE1;TBL1XR1;TXNIP;RPL26;RPL29;RPL28;ATF4;FKBP5;ANAPC16;COX18;ANAPC10;HSP90B1;PRDX5;PRDX1;SSR1;IGFBP7;HSPA8;JUN;SURF1;UBE2C;GFPT1;H1-0;RPS25;RPS28;GCLC;RPS27;RPS29;SRPRA;RPS20;CALR;RPS21;EZH2;RPS23;YWHAE;CDKN1A;COX7B;HSP90AB1;SRXN1;FKBP14;COX4I1;MIA3;COX7C;HERPUD1;RPS4X;RPL7A;SERP1;RPLP2;ELOB;COX8A;KDM6B;HSP90AA1;GPX3;FOS;DNAJC3;PSMA2;RPL37A;CAMK2B;RPL12;HM13;RPL11;DCTN3;CXXC1;RPL36A;RPS27L;RPS15A;RPL14;RPS3;DNAJB9;RPL15;RPS2;RPL18;ATP6V0E2;EGLN1;MBD4;NFYA;RPL35A;RPL23A;COX6C;RAD50;PSMC4;PCDHB16;RPL22L1;HDGF;P4HB;FAU;LAMTOR4;HSPA1A
68,increasing_in_obesity,Reactome_2022_rRNA Processing In Nucleus And Cytosol R-HSA-8868773,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPP30;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;TEX10;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;UTP20;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;FAU;RPS21;RPS23
69,increasing_in_obesity,Reactome_2022_Signaling By ROBO Receptors R-HSA-376176,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;ELOB;RPL37;RPS11;PRKACB;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;PSMA2;RPL37A;RPL26;PFN1;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;PSMC4;RPS20;RPL22L1;FAU;RPS21;RPS23
70,increasing_in_obesity,Reactome_2022_rRNA Processing R-HSA-72312,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPP30;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;TEX10;RPS5;RPL22;RPS6;RPL37A;RPL26;RPL29;RPL28;RPL12;RPL11;RPL36A;RPS27L;HSD17B10;RPS15A;RPL14;RPS3;UTP20;RPL15;RPS2;RPL18;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS20;RPL22L1;FAU;RPS21;RPS23
71,increasing_in_obesity,Reactome_2022_Axon Guidance R-HSA-422475,RPL4;ITGB1;RPL5;RPL30;RPL3;HSP90AB1;RPL31;RPL34;CLTA;VLDLR;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPS6KA2;RPL36;RPL35;RPLP2;RPL38;ELOB;RPL37;RPS11;PRKACB;RPL39;RPS10;RPS13;RPS12;ARHGEF11;RPS9;HSP90AA1;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;GFRA1;CACNB1;DNM3;TIAM1;PSMA2;GPRIN1;RPL37A;DCX;RPL26;RPL29;PFN1;RPL28;RPL12;RPL11;RPL36A;RPS27L;CRMP1;APH1A;EFNB1;SDCBP;NCSTN;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;LYN;SEMA4A;HSPA8;PRNP;RPL35A;PTPN11;RPL23A;MAPK13;RPS25;RPS28;DLG1;RPS27;PSMC4;RPS29;RPL22L1;PLXNB1;RPS20;FAU;CD24;RPS21;RPS23;CDK5R1
72,increasing_in_obesity,Reactome_2022_Nervous System Development R-HSA-9675108,RPL4;ITGB1;RPL5;RPL30;RPL3;HSP90AB1;RPL31;RPL34;CLTA;VLDLR;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPS6KA2;RPL36;RPL35;RPLP2;RPL38;ELOB;RPL37;RPS11;PRKACB;RPL39;RPS10;RPS13;RPS12;ARHGEF11;RPS9;HSP90AA1;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;GFRA1;CACNB1;DNM3;TIAM1;PSMA2;GPRIN1;RPL37A;DCX;RPL26;RPL29;PFN1;RPL28;RPL12;RPL11;RPL36A;RPS27L;CRMP1;APH1A;EFNB1;SDCBP;NCSTN;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;LYN;SEMA4A;HSPA8;PRNP;RPL35A;PTPN11;RPL23A;MAPK13;RPS25;RPS28;DLG1;RPS27;PSMC4;RPS29;RPL22L1;PLXNB1;RPS20;FAU;CD24;RPS21;RPS23;CDK5R1
73,increasing_in_obesity,Reactome_2022_Metabolism Of Proteins R-HSA-392499,RPL4;RPL5;APP;RPL30;RPL3;CMAS;TRRAP;RPL31;RPL34;RPL8;RPL9;RPL6;RPL7;RPS15;RPS17;PSMD7;RPS16;RPS19;RPL18A;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;ST6GAL1;RPL21;RPL23;RPL22;HLA-A;ACE2;RNF123;CDC34;KDELR2;RPL26;TTLL12;RPL29;AURKAIP1;RPL28;RPN2;RPN1;GATA6;DCUN1D1;TGFA;MRPL14;XPC;APH1A;TGOLN2;NCSTN;CHST10;ST3GAL4;SSR1;MLEC;DPH6;ABCA3;RPS25;RPS28;EIF5;HNRNPK;RPS27;RPS29;GOLGB1;RPS20;CALR;RPS21;ITM2B;RPS23;TOP2A;ACHE;TRAM1;PIGP;MRPS10;MIA3;RAB22A;SEC61G;TMED3;RPLP2;TMED2;ELOB;SEC61B;TMED7;CCT2;SSR2;TUBB;SSR3;ANO8;COPZ2;PAX6;UCHL5;PIGC;BACE1;PSMA2;STX17;RPL12;RPL11;USO1;DERL1;RPS27L;CST3;LMAN1;RPS15A;LMAN2;RPL14;RPS3;RPL15;RPS2;RPL18;CCT4;MBD5;MBD6;TUBB4B;RAB11A;TTLL7;SPCS3;SPCS2;SPCS1;PSMC4;TTLL1;AGBL3;NUCB1;RPL22L1;FAU;KBTBD8;KDM1B;UBE2D2;PROS1;RAB3D;UBE2D3;RPL10A;TOMM20;EEF1B2;POFUT2;PDIA3;RPS9;RPS7;UBE2E3;SLC30A5;RPS5;RPS6;PDIA6;PIAS2;DHDDS;DPM3;SELENOS;CCNE1;STAM2;COPA;COPB1;HSP90B1;MAN2A2;IGFBP7;HSPA8;UBE2H;UBE2C;GFPT1;TBCD;EEF2;SMAD7;NR4A2;GNB2;CDK1;SRPRA;OGT;COPE;POMT2;MCFD2;USP34;RPS4X;RPL7A;SUMO2;PMEPA1;EGFL7;ATP6AP2;POMGNT1;DDOST;EEF1G;DNAJC3;RCN1;UBE2R2;DAD1;ADGRF5;RPL37A;RFT1;SEC22B;B4GALT6;PFDN5;PAPPA2;DCTN3;CXXC1;RPL36A;FURIN;THBS1;GANAB;GNG2;MTA1;GNG5;MUC4;UGGT1;SEC11C;NEGR1;RPL35A;RPL23A;EIF3M;P4HB;EIF3F;RECK;EIF3A
74,increasing_in_obesity,"Reactome_2022_Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",RPS27L;RPS15;RPS4X;RPS17;RPS16;RPS15A;RPS19;RPS3;RPS2;RPS11;RPS10;RPS13;RPS12;RPS9;RPS7;RPS5;RPS6;RPS25;EIF3M;RPS28;RPS27;RPS29;RPS20;EIF3F;FAU;RPS21;EIF3A;RPS23
75,increasing_in_obesity,Reactome_2022_Ribosomal Scanning And Start Codon Recognition R-HSA-72702,RPS27L;RPS15;RPS4X;RPS17;RPS16;RPS15A;RPS19;RPS3;RPS2;RPS11;RPS10;RPS13;RPS12;RPS9;RPS7;RPS5;RPS6;RPS25;EIF3M;RPS28;EIF5;RPS27;RPS29;RPS20;EIF3F;FAU;RPS21;EIF3A;RPS23
76,increasing_in_obesity,Reactome_2022_Metabolism Of Amino Acids And Derivatives R-HSA-71291,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL8;RPL10A;RPL9;RPL6;RPL7;DHTKD1;RPS15;RPS4X;RPL7A;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;PSMA2;RPL37A;RPL26;RPL29;RPL28;DDC;RPL12;RPL11;RPL36A;RPS27L;OAZ1;HSD17B10;RPS15A;RPL14;RPS3;CKB;RPL15;RPS2;RPL18;RPL35A;PYCR2;RPL23A;RPS25;RPS28;RPS27;RPS29;PSMC4;KYAT3;RPS20;RPL22L1;SERINC1;FAU;RPS21;RPS23
77,increasing_in_obesity,Reactome_2022_Translation Initiation Complex Formation R-HSA-72649,RPS27L;RPS15;RPS4X;RPS17;RPS16;RPS15A;RPS19;RPS3;RPS2;RPS11;RPS10;RPS13;RPS12;RPS9;RPS7;RPS5;RPS6;RPS25;EIF3M;RPS28;RPS27;RPS29;RPS20;EIF3F;FAU;RPS21;EIF3A;RPS23
78,increasing_in_obesity,"Reactome_2022_mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",RPS27L;RPS15;RPS4X;RPS17;RPS16;RPS15A;RPS19;RPS3;RPS2;RPS11;RPS10;RPS13;RPS12;RPS9;RPS7;RPS5;RPS6;RPS25;EIF3M;RPS28;RPS27;RPS29;RPS20;EIF3F;FAU;RPS21;EIF3A;RPS23
79,increasing_in_obesity,Reactome_2022_SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,RPS27L;RPS15;RPS4X;RPS17;RPS15A;RPS16;RPS19;RPS3;RPS2;RPS11;RPS10;RPS13;RPS12;RPS9;RPS7;RPS5;RPS6;RPS25;RPS28;RPS27;RPS29;RPS20;FAU;RPS21;RPS23
80,increasing_in_obesity,Reactome_2022_Infectious Disease R-HSA-5663205,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;GTF2B;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPL36;RPL35;RPL38;RPL37;RPS11;PRKACB;RPL39;RPS10;RPS13;RPS12;ST6GAL1;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;HLA-A;ACE2;TBL1XR1;TXNIP;RPL26;RPL29;RPL28;CBLL1;STAM2;TSG101;SDC4;RPN2;RPN1;NEDD4L;IRAK1;ST3GAL4;DVL3;LYN;JUN;PARP16;EEF2;RPS25;RPS28;HNRNPK;RPS27;RPS29;GNB2;RPS20;CALR;MNAT1;RPS21;EZH2;RPS23;ITGB1;YWHAE;SNAP25;HSP90AB1;PSIP1;CLTA;RPS4X;RPL7A;RPLP2;ELOB;PARP6;HSP90AA1;IFNGR1;TUBB;DDOST;DNAJC3;PSMA2;DAD1;RPL37A;SLC25A4;HBEGF;RPL12;RPL11;RPL36A;RPS27L;FURIN;GANAB;GNG2;MTA1;RPS15A;GNG5;SV2B;MVB12B;RPL14;RPS3;RPL15;RPS2;RPL18;EPS15;WASF3;RPL35A;RPL23A;PTPN11;GTF2H2;BAIAP2;GATAD2A;PSMC4;CD9;RPL22L1;FAU;RAMP1;HSPA1A
81,increasing_in_obesity,Reactome_2022_Disease R-HSA-1643685,RPL4;RPL5;APP;RPL30;RPL3;RPL31;RPL34;GTF2B;RPL8;RPL10A;RPL9;SLC4A4;RPL6;RPL7;RPS15;GOLGA4;RPS17;PSMD7;RPS16;CCND1;RPS19;RPL18A;CDC26;BSG;RPL36;RPL35;RPL38;RPL37;RPS11;PRKACB;RPL39;RPS10;RPS13;RPS12;ST6GAL1;RPS9;RPL21;RPS7;RPL23;RPS5;RPL22;RPS6;HLA-A;DHDDS;ACE2;RBP4;DPM3;CCNE1;TBL1XR1;FDX1;TXNIP;RPL26;RPL29;RPL28;CBLL1;STAM2;SLC26A2;TSG101;SDC4;ANAPC16;RPN2;RPN1;TGFA;NEDD4L;IQGAP1;ANAPC10;APH1A;RAP1B;NCSTN;IRAK1;PRDX1;ST3GAL4;DVL3;LYN;PRNP;JUN;UBE2C;ABCA3;GFPT1;SLC33A1;PARP16;EEF2;RPS25;GCLC;RPS28;HNRNPK;RPS27;RPS29;GNB2;GOLGB1;RPS20;CALR;MNAT1;RAD9B;RPS21;EZH2;RPS23;POMT2;ITGB1;YWHAE;SNAP25;CDKN1A;HSP90AB1;ACY1;PSIP1;CLTA;RPS4X;RPL7A;RPLP2;ELOB;RFC5;PARP6;HSP90AA1;EGFL7;RFC4;IFNGR1;ABCC8;TUBB;DCXR;KSR2;POMGNT1;DDOST;EEF1G;DNAJC3;PSMA2;DAD1;RPL37A;RFT1;SLC25A4;HBEGF;CAMK2B;UNC93B1;RPL12;RPL11;DERL1;RPL36A;RPS27L;FURIN;RRBP1;TRAK1;THBS1;PPP2CB;GANAB;GNG2;MTA1;RPS15A;GNG5;SV2B;MVB12B;RPL14;RPS3;RPL15;RPS2;RPL18;MUC4;EPS15;WASF3;SLC35A3;EGF;NDUFA2;RPL35A;RPL23A;PTPN11;GTF2H2;BAIAP2;GATAD2A;RAD50;PSMC4;CD9;RPL22L1;FAU;RAMP1;SLC24A5;HSPA1A;CDK5R1
82,increasing_in_obesity,Reactome_2022_Developmental Biology R-HSA-1266738,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;CDH4;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPS6KA2;RPL36;RPL35;RPL38;RPL37;RPS11;PRKACB;RPL39;RPS10;RPS13;RPS12;RPS9;RPL21;RPS7;RPL23;RPS5;KRTAP17-1;RPL22;RPS6;KRT1;KRT7;KAZN;MED4;PIAS2;MED7;CACNB1;TIAM1;TBL1XR1;GPRIN1;PKP2;RPL26;RPL29;PFN1;RPL28;KMT2D;GATA6;APH1A;EFNB1;SDCBP;NCSTN;WNT4;LYN;PRNP;HSPA8;JUN;DRAP1;RPS25;RPS28;DLG1;MAFB;RPS27;RPS29;PLXNB1;RPS20;CD24;RPS21;EZH2;RPS23;ITGB1;CDKN1A;HSP90AB1;CLTA;VLDLR;RPS4X;RPL7A;RPLP2;ELOB;ARHGEF11;HSP90AA1;PAX6;GFRA1;DNM3;PSMA2;RPL37A;DCX;RPL12;RPL11;RPL36A;RPS27L;CRMP1;FURIN;ACVR1C;RPS15A;RPL14;RPS3;RPL15;RPS2;ZNF467;RPL18;SPAG9;MBD4;SEMA4A;TCF7L1;RPL35A;RPL23A;PTPN11;MAPK13;KRT18;PSMC4;RPL22L1;INSM1;FAU;CDK5R1
83,increasing_in_obesity,Reactome_2022_Metabolism Of RNA R-HSA-8953854,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPP30;HSPB1;YBX1;RPL8;RPL10A;RPL9;RPL6;TSEN54;RPL7;RPS15;RPS4X;RPL7A;RPS17;PSMD7;RPS16;RPL18A;RPS19;RPL36;PAPOLA;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS12;SRRM2;RPS9;RPL21;RPS7;RPL23;TEX10;RPS5;RPL22;RPS6;PSMA2;RPL37A;RPL26;SNRNP25;RPL29;RPL28;SLU7;CD44;SET;RPL12;RPL11;RPL36A;RPS27L;HSD17B10;RPS15A;PCBP2;RPL14;RPS3;UTP20;RPL15;RPS2;RPL18;TRDMT1;HSPA8;WTAP;RPL35A;RPL23A;GTF2H2;HNRNPL;RPS25;RPS28;HNRNPK;RPS27;PSMC4;RPS29;HNRNPA2B1;RPL22L1;RPS20;FAU;MNAT1;RPS21;HSPA1A;PPIL6;RPS23
